Word_5P4, ziff_index, frequency, POS, ngram_word_index, word_0, word_1, word_2, word_3, word_4, word_5, word_6, word_7, word_8, word_9, word_10, word_11, word_12, word_13, word_14, word_15, word_16, word_17, word_18, word_19, word_20, word_21, word_22, word_23, word_24, word_25, word_26, word_27, word_28, word_29, context_0_0, context_0_1, context_0_2, context_0_3, context_0_4, context_0_5, context_0_6, context_0_7, context_0_8, context_0_9, context_0_10, context_0_11, context_0_12, context_0_13, context_0_14, context_0_15, context_0_16, context_0_17, context_0_18, context_0_19, context_0_20, context_0_21, context_0_22, context_0_23, context_0_24, context_0_25, context_0_26, context_0_27, context_0_28, context_0_29, context_1_0, context_1_1, context_1_2, context_1_3, context_1_4, context_1_5, context_1_6, context_1_7, context_1_8, context_1_9, context_1_10, context_1_11, context_1_12, context_1_13, context_1_14, context_1_15, context_1_16, context_1_17, context_1_18, context_1_19, context_1_20, context_1_21, context_1_22, context_1_23, context_1_24, context_1_25, context_1_26, context_1_27, context_1_28, context_1_29, context_2_0, context_2_1, context_2_2, context_2_3, context_2_4, context_2_5, context_2_6, context_2_7, context_2_8, context_2_9, context_2_10, context_2_11, context_2_12, context_2_13, context_2_14, context_2_15, context_2_16, context_2_17, context_2_18, context_2_19, context_2_20, context_2_21, context_2_22, context_2_23, context_2_24, context_2_25, context_2_26, context_2_27, context_2_28, context_2_29, context_3_0, context_3_1, context_3_2, context_3_3, context_3_4, context_3_5, context_3_6, context_3_7, context_3_8, context_3_9, context_3_10, context_3_11, context_3_12, context_3_13, context_3_14, context_3_15, context_3_16, context_3_17, context_3_18, context_3_19, context_3_20, context_3_21, context_3_22, context_3_23, context_3_24, context_3_25, context_3_26, context_3_27, context_3_28, context_3_29
"have", 51, 1.56422e+09, VHB, 51, -0.0672929, 0.0165104, 0.0130186, 0.00156197, -0.0154151, -0.00225514, 0.0112527, 0.0117104, -0.0354273, -0.0108232, 0.0393259, -0.00720183, -0.0521081, -0.0111815, -0.0192064, 0.0102259, 0.0221034, 0.0143027, -0.0527104, -0.0152126, -0.00530325, 0.0472582, 0.05313, 0.044488, 0.0896927, -0.0300147, 0.0210886, -0.00171668, -0.000115606, 0.00264661, -0.0446425, 0.00865351, 0.0202469, 0.0641113, 0.00753771, 0.004864, -0.013543, -0.00233239, -0.000567698, 0.00591123, -0.0118313, 0.0113978, 0.0211352, -0.0146565, 0.00312263, 9.95099e-05, 0.0190191, -0.0115851, -0.00962664, -0.000956897, 0.0188471, 0.0189154, 0.00974643, 0.00730462, -0.00086595, 0.00444556, -0.0101496, 0.00851256, 0.00201824, -0.00435209, -0.0435912, 0.0118713, 0.0191303, 0.0564185, 0.00958283, 0.00236127, -0.0293968, 0.00365399, -0.0129003, 0.00489524, 0.00261894, 0.013278, 0.0342642, -0.048713, 0.0688148, 0.00759705, 0.0277778, -0.0125671, -0.0294767, 0.0166311, -0.00445773, 0.0426094, 0.00583117, -0.00641282, -0.011715, 0.00687929, -0.0118275, 0.00644629, 0.0043562, -0.00449248, -0.0675121, 0.0242274, 0.013722, -0.0100125, -0.0277365, -0.00168747, 0.0184003, 0.00754406, -0.0163049, -0.00642064, -0.0033098, 0.00837351, 0.0234276, -0.046094, 0.033467, 0.012846, 0.00964922, 0.00452177, -0.0275114, 0.00757092, 0.0102788, -0.00262889, 0.01215, 0.000753623, -0.011861, 0.00833725, -0.00645065, 0.0100145, 0.00457744, -0.0114394, -0.0509422, 0.0195284, 0.023515, 0.0616277, -0.0319928, 0.00758114, 0.0527172, -0.0076537, -0.0175174, -0.00642386, 0.0596675, -0.0138572, 0.0514027, -0.109589, 0.200804, 0.0225592, 0.0308346, -0.0309278, -0.0270667, -0.00228403, -0.126506, -0.180693, -0.012344, -0.00980899, 0.0546475, -0.0194829, 0.0419648, -0.00682858, -0.00769246, -0.0226814
"new", 52, 1.55127e+09, AJ0, 52, -0.0436276, 0.001995, 0.0024917, -0.000681258, -0.00230088, -0.000171265, 0.000945623, 0.00157923, 0.00301778, -5.83851e-05, -0.00513832, 0.00248005, -0.000611049, -0.000588674, -0.000491779, -0.000148882, -0.002276, -0.00120332, 0.00212491, 0.00203583, 0.00175127, 0.000734634, 0.00218432, 0.000607758, -0.00423267, 0.00244468, 0.00181739, -0.0033465, -0.000297768, 0.00122208, -0.0574241, -0.00728178, 0.00581756, -0.0247909, 0.00274148, 0.000815097, -0.00976812, 0.00883123, -0.00295302, -0.000860689, -0.0112932, -0.00435076, -0.00413733, 0.00304638, -0.00291534, 0.0043677, -0.0175356, 0.0143683, 0.0197327, 0.0106801, -0.00137483, -0.00355533, 0.0237383, -0.00499281, -0.0160978, 0.014036, 0.00975477, -0.0049725, -0.00208203, 0.0160532, -0.0593486, -0.00678976, 0.0082055, -0.0209581, -0.00986604, 0.00094276, 0.00726218, 0.00554979, 0.00128364, -0.00295169, -0.0144118, 0.00669764, 0.00173328, 0.00224029, -0.00313796, 0.00149488, -0.014368, 0.0113262, 0.0111033, 0.00928126, -0.00846264, 0.01467, -0.00597979, -0.0059778, -0.0150178, 0.00383916, 0.0115743, -0.0253207, -0.000354234, 0.0421087, -0.0440024, -0.0244715, 0.00928988, -0.00210983, 0.0315846, 0.000169951, -0.0631329, 0.0118729, -0.00938878, 0.0078524, -0.00692679, 0.00257461, -0.00832826, 0.0275329, -0.0175905, -0.007754, -0.0257259, 0.0167929, 0.0199955, 0.0332117, -0.0418408, -0.00198994, 0.030074, -0.0116285, -0.00591693, 0.0172007, 0.0239978, -0.00770943, -0.00753576, 0.0243734, -0.0844958, 0.0234388, 0.00519495, -0.083831, -0.0401548, -0.00729521, 0.0192524, 0.017346, -0.0103667, -0.0111103, -0.0253629, 0.0138191, 0.00526908, -0.0302833, -0.00286605, 0.0119934, -0.000932123, -0.00241501, 0.0232451, -0.0059544, 0.034732, 0.0106959, 0.0113898, -0.000680484, -0.0366507, 0.0181743, -0.00196058, 0.00097169, 0.00193634, 0.00322016
"more", 53, 1.54479e+09, AV0, 53, -0.0398015, 0.00282079, 0.00572174, 0.0127331, 0.00229124, -0.0140949, 0.00637344, -0.000937362, 0.000767123, 2.77626e-05, 0.00220826, -0.0010247, 0.0074715, -0.00530491, 0.00189507, -0.000886816, 0.00762711, -0.00542167, 0.000339826, -0.00107664, -0.00395765, -0.00851523, -0.00178661, 0.00112726, 0.000434784, -0.000423373, 0.00105483, -0.00185588, 0.00449711, 0.00147, -0.0490618, -0.0257688, 0.0152104, 0.0117224, 0.00657448, -0.00398116, -0.0252248, 0.00690401, -0.0106708, 0.00293046, -0.0143568, 0.00891441, 0.00312079, 0.0021368, -0.0132635, -0.00776466, -0.00639051, 0.00928957, 0.00928408, -0.0140995, 0.0220355, -0.00577638, -0.0105357, 0.00595531, 0.00670789, -0.000275507, 0.00350056, -0.00559695, -0.0021242, 0.0157974, -0.0505569, -0.0259948, 0.0124479, 0.0113584, -0.0127594, -0.0030865, 0.0201353, -0.00111835, 0.00425227, 0.0011158, -0.0169513, 0.00143973, 0.00231747, -0.0035676, -0.0113181, -0.0103977, -0.000753517, 0.00546232, 0.00120447, -0.0136026, 0.0268548, 0.0191514, -0.012067, 0.00316116, -0.00963304, -0.000391538, 0.000885793, -0.0118959, 0.0137777, 0.00477691, -0.0383085, -0.0390251, 0.019393, 0.0234094, 0.0141523, -0.0120375, -0.0187065, 0.00297214, -0.00637633, 0.0133138, -0.00338507, 0.00243729, 0.00160812, -0.0105349, 0.0303975, -0.00935479, -0.0218908, 0.0321909, 0.00419374, -0.00470819, 0.0148049, -0.00350445, 0.00696062, 0.00366919, 0.00379438, 0.00577367, -0.00945824, -0.00725779, 0.00094464, 0.0231555, -0.052714, -0.00276085, 0.00802923, -0.0223347, 0.0341582, -0.0640617, -0.0190503, 0.0161766, -0.015535, 0.00761288, -0.0161991, -0.00368122, 0.00023819, -0.0283529, -0.0138918, -0.00195868, -0.0128328, 0.0166216, 0.021885, -0.0545512, 0.101341, -0.0338856, -0.0466224, 0.0138743, 0.00780612, -0.0118435, 0.0188563, 0.00264864, -0.016536, -0.0180159
"an", 54, 1.51827e+09, AT0, 54, -0.03969, 0.00653283, 0.0113629, 0.0329018, -0.0072001, 0.00390958, 0.0174027, -0.00443952, 0.00178399, -0.00116674, 0.0106236, -0.00389135, 0.00651102, -0.0116245, 0.0194396, 0.00273806, 0.00377365, -0.0034398, -0.00416204, -0.000637093, -0.0170633, -0.03388, 0.000633605, 0.000847877, 0.00870687, -0.00198285, 0.00626677, -0.00151126, -0.00150398, -0.000545485, -0.0508328, 0.00758263, 0.0157818, 0.0412757, -0.00322863, 0.00581139, 0.0118872, -0.00387438, 0.00639265, 0.00308646, -0.0157159, 0.00395724, -0.00409391, 0.00349862, -0.00561774, 0.00272183, -0.00781721, 0.0106426, -0.000254106, -0.00485839, -0.00433774, -0.00140598, -0.00357017, -0.016385, -0.0158979, 0.00626009, 0.0202372, 0.0156083, -0.00809895, -0.0241393, -0.0443313, 0.00414674, 0.0203038, 0.0727023, 0.0167418, 0.00600296, -0.0297838, -0.00135898, -1.98294e-06, 0.00786388, -0.0177699, 0.0146224, 0.0321277, -0.00144006, -0.0359754, -0.00253581, 0.0432289, -0.0307498, -0.0102651, -0.0236885, 0.00695862, -0.00205963, -0.0128037, 0.00772041, -0.00751065, 0.00472998, -0.0128164, -0.000428022, 0.0012624, -0.00234775, -0.0494707, 0.00345644, 0.0105761, 0.00752361, 0.0235609, -0.00230542, -0.0824754, 0.0162175, -0.0118435, -0.00132956, 0.00230121, 0.0190566, 0.0505032, -0.0193811, 0.00671137, 0.0028907, 0.0791065, -0.0511435, -0.0176128, 0.0405717, -0.0373829, 0.0624478, -0.013849, -0.0320778, -0.0172754, 0.00498226, 0.0318887, 0.0120266, -0.0153556, -0.0253807, -0.0997408, 0.0372422, 0.00520977, -0.104783, -0.0570085, -0.0108138, 0.0402909, 0.0219293, -0.0202231, -0.0164071, -0.0360574, 0.0240629, 0.00739346, -0.0404369, -0.0152014, 0.0133187, 0.00450925, -0.013798, 0.0277719, -0.0126068, 0.0454778, 0.00427014, 0.0144274, 0.000689255, -0.0401733, 0.0139455, -0.00821154, 0.0171316, 0.00348522, -0.0172967
"'", 55, 1.48874e+09, POS, 55, -0.0459053, -0.00586564, -0.0284849, 0.00172537, 0.0190878, 0.00647296, -0.00438456, 0.00491884, -0.00418019, 0.00447934, -0.00544966, -0.00296065, -0.000108303, 0.0332004, 0.0136303, -0.0144252, -0.00936212, 0.000257007, 0.00225351, 0.025064, -0.0427576, -0.00161948, -0.00211947, 0.156242, -0.123698, -0.173642, -0.0052147, 0.036022, -0.0285052, -0.0260895, -0.0394114, -0.00469419, -0.0253466, 0.00602752, 0.0214877, 0.00733338, -0.0101413, 0.006787, -0.00851663, 0.00470852, -0.00748444, -0.0134485, -0.00132714, 0.0411676, 0.0163329, -0.021776, -0.0195008, 0.00477467, 0.0055587, 0.0394806, -0.0736579, -0.00591084, 0.0127959, 0.257577, -0.214976, -0.29828, -0.0104965, 0.0634663, -0.0538257, -0.0416571, -0.0404095, -0.00867599, -0.0288323, 0.00322891, 0.0299472, 0.0103255, -0.0105096, 0.00722794, -0.00829784, 0.00990163, -0.00884706, -0.0266893, -0.00810879, 0.030903, 0.00697093, -0.00614844, -0.018363, 0.0117546, 0.0153206, 0.0404932, -0.0650103, -0.00635015, 0.0357448, 0.192695, -0.162907, -0.195733, -0.0251693, 0.0396063, -0.0263234, -0.00460789, -0.0350062, -0.00850087, -0.0261447, 0.00214352, 0.0183696, 0.00597548, -0.0118739, 0.00934812, -0.00630369, 0.00209324, -0.00766735, -0.00300706, -0.000835015, 0.0555959, 0.0182689, -0.0279178, -0.0173031, 0.000476427, 0.0049338, 0.0562054, -0.0997712, 0.00339952, -0.0083404, 0.402648, -0.341607, -0.498625, 0.00676887, 0.109746, -0.106438, -0.0943733, -0.0559728, 0.0073808, -0.0423377, -0.0185344, 0.0241482, 0.00765496, -0.00979576, 0.0151951, -0.0145264, 0.00284742, -0.0196925, -0.0306555, -0.0118424, 0.000402757, 0.000310134, 0.000842357, -0.0273812, 0.0190035, 0.020919, 0.0148453, -0.0168731, -0.02035, 0.0767474, 0.056155, -0.0590138, -0.00566557, -0.0248017, 0.0201766, 0.0138076, 0.00877314
"was", 56, 1.48344e+09, VBD, 56, -0.0379367, 0.00758894, 0.00801227, 0.0105677, 0.000479433, -0.00166126, -0.00740319, 0.00687218, -0.0153364, -0.00133649, 0.00523632, 0.00366388, -0.113154, -0.002013, -0.00646438, 0.00699452, 0.034096, -0.0111248, -0.0224497, -0.016115, -0.0209267, -0.0103339, -0.0211785, -0.0235456, -0.0474561, 0.0148287, -0.010895, 0.00847841, 0.00419295, -0.00570402, -0.0463884, 0.0116882, 0.0208921, 0.0774303, 0.00971027, 0.00753298, -0.00662758, -0.00789379, 0.00629313, 0.00917693, -0.018876, 0.0063166, 0.0164411, 0.00553078, -0.0172797, -0.00256255, -0.00826494, 0.00623941, 0.00119454, -0.0140467, -0.00542367, -0.00973575, 0.0299201, 0.0040072, -0.00924609, 0.0173153, -0.0159784, 0.0155546, 0.00595291, -0.0060106, -0.0440773, 0.0129799, 0.0231676, 0.0943683, 5.06653e-05, 0.0109474, 0.0182576, -0.0157109, 0.0186927, 0.010105, -0.0159934, 0.000261619, 0.0352475, -0.00551931, -0.00290755, 0.000421681, 0.0149786, -0.00198251, -0.0291756, -0.0121911, -0.0177268, 0.00470475, -0.00854714, 0.00241085, -0.00458015, 0.00188188, -0.0096181, -0.0145886, 0.00589906, 0.027265, -0.0447981, 0.0156421, 0.0182286, 0.0497945, 0.0120861, -0.000742594, -0.0401831, 0.0102407, -0.026107, 0.00294796, 0.0128642, 0.0190018, 0.0422788, -0.0770347, 0.122243, 0.0150292, 0.00739881, 0.00576211, -0.0452713, 0.0135846, -0.00525124, 0.0684119, -0.00753529, -0.0103301, -0.0238809, 0.00521355, -0.0259005, -0.00350467, 0.00861208, 0.00922322, -0.0628381, 0.0240853, 0.0166387, 0.014179, -0.0392669, 0.00335293, 0.0637758, -0.00138177, -0.0222089, -0.0124395, 0.0592875, -0.0195468, 0.03008, -0.0309038, 0.0610689, 0.00353909, 0.0015788, -0.0424586, 0.0668492, -0.0594115, -0.0836074, -0.138292, 0.000680835, 0.00224884, 0.0252702, -0.00589837, 0.0270923, -0.0120759, 0.000131475, 0.0120635
"we", 57, 1.39066e+09, PNP, 57, -0.0261402, 0.00233437, 0.00728869, 0.0251431, 8.47256e-05, 0.00156222, 0.00596338, -0.00224412, -0.000989176, -0.000159609, 0.00926446, -0.00368621, -0.0281685, 0.00488941, 0.00249758, -0.00371123, 0.00810774, -0.0111351, 0.00878746, 0.0361842, 0.022251, -0.00604312, 0.0026743, -0.0015023, -0.000161517, -4.25775e-05, 0.000745292, 0.000148824, 0.000248447, 0.000204131, -0.0454056, 0.0115421, 0.0199336, 0.0567542, -0.00148324, 0.00539983, -0.00330043, -0.00111852, -0.00592951, 0.002729, 0.00354967, 0.00818032, 0.0252574, -0.046381, 0.0622357, 0.00789717, 0.0317032, -0.0116916, -0.0378572, 0.027946, -0.00491412, 0.0512341, 0.00770601, 0.000252943, -0.0072544, 0.00575152, -0.0142027, 0.00435492, 0.00649187, -0.0042521, -0.0498181, 0.0143566, 0.0202226, 0.0504527, -0.0145482, 0.00531549, 0.0194754, -0.00328603, -0.00708653, 2.49303e-05, 0.0133094, 0.00141747, 0.016382, -0.0554612, 0.0881059, 0.0119845, 0.0176599, 0.000253637, -0.0405172, 0.0549308, 0.0102208, 0.0499423, 0.0180248, -0.00206901, 0.00100737, 9.93868e-05, -0.00778085, 0.00515733, 0.00746221, -0.00940219, -0.04692, 0.0129734, 0.0189767, 0.0381725, -0.020882, 0.00230854, 0.0270438, 0.00400808, -0.0471916, -0.0148887, 0.112047, -0.029523, 0.0194818, -0.0313203, 0.0797876, 0.00093566, 0.00438948, -0.0310927, 0.0404788, -0.0279193, -0.024619, 0.0588964, 0.0127494, 0.000340624, 0.00954443, -0.00392904, -0.00759153, 0.00410604, 0.00679362, -0.0044147, -0.0589809, 0.0229062, 0.00624874, -0.0585735, -0.0373677, -0.00754822, 0.0210361, 0.0181524, -0.0312845, -0.0139773, -0.00615303, 0.0105271, -0.139442, -0.0369763, -0.0323746, 0.0243215, 0.0633921, -0.00745551, -0.0656355, -0.0789816, -0.0256672, 0.154838, 0.176922, 0.162541, 0.344929, -0.122246, 0.0891628, -0.0172546, -0.00542374, 0.0184381
"will", 58, 1.35632e+09, VM0, 58, -0.0343451, 0.0060027, 0.00687373, 0.0053939, -0.00206295, -0.00116785, -0.00380887, 0.00523332, -0.0107941, -0.00213649, 0.00142418, 0.00323311, -0.0627125, -0.00577952, -0.0059717, 0.00574101, 0.0194693, -0.00353886, -0.0172306, -0.0161986, -0.00956866, 0.0202067, 0.019777, 0.0172958, 0.0370557, -0.0133992, 0.00994361, -0.000666186, -3.20229e-05, 0.00176737, -0.0460587, 0.0116382, 0.0229269, 0.0797605, 0.00375813, 0.00719587, 0.00247291, -0.00848075, 0.00812557, 0.00682058, -0.01546, 0.00411364, 0.0247804, -0.02482, 0.0248133, 0.00481785, 0.00914598, -0.00117123, -0.018941, -0.0109237, 0.0323613, 0.0283566, -0.0301743, -0.000127759, 0.00504353, -0.010763, 0.003398, 0.00159465, -0.00529361, -0.0139107, -0.0456952, 0.0142704, 0.021883, 0.0639617, -0.00115379, 0.00403369, -0.00891521, 0.00116943, -0.0147678, 0.00267402, 0.0153555, 0.00887196, 0.0358842, -0.074849, 0.121002, 0.0178738, 0.00518694, 0.0178956, -0.0632601, 0.0269831, 0.0184319, 0.0823879, -0.024664, -0.0122396, -0.0175173, -0.00333051, -0.0150009, 0.00104111, 0.00383098, -0.0131221, -0.0503886, 0.0177452, 0.0202217, 0.0433686, -0.0287101, 0.0050221, 0.0457036, -0.00457748, -0.0175478, -0.00724926, 0.0494749, -0.0180405, 0.027137, -0.0345474, 0.0269225, 0.0166261, 0.012255, 0.0451367, -0.115571, 0.104691, 0.0499354, -0.0404644, -0.00700343, 0.00421265, 0.0130722, -0.0096772, 0.000253561, -0.0107452, 0.00511735, 0.000925146, -0.0479313, 0.0188441, 0.0134476, -0.023108, -0.0501822, -0.00476605, 0.0616191, 0.0300746, -0.1546, -0.0549169, 0.327483, -0.106707, 0.102462, 0.0897935, -0.289399, 0.0240612, -0.00742417, 0.215599, -0.385169, 0.0755481, 0.0856824, -0.00952642, -0.0450256, 0.0207349, -0.0553465, 0.0204065, -0.0688285, -0.0228737, 0.0230928, 0.0352398
"3", 59, 1.30407e+09, unk, 59, -0.0373431, -0.00789705, -0.0174526, -0.0188275, 0.0260531, 0.00836338, 0.00270456, -0.0299283, -0.000872489, 0.00215524, -0.00628369, -0.0150856, 0.00321646, 0.00575716, -0.00317207, -0.00181645, -0.00582493, 0.000280783, 0.00544585, 0.0124052, -0.0201233, 0.00195666, -0.028438, -0.0307953, 0.0345154, -0.0300983, -0.0641781, 0.0152471, -0.00339242, -0.00862125, -0.0475184, -0.00610323, -0.0190276, -0.0307509, 0.0161136, 0.00738121, 0.00292951, -0.027969, -0.00569758, 0.0043098, -0.0138204, -0.0105566, 0.00579615, 0.0139985, -0.00787285, -0.00808814, -0.00739433, 0.00262426, 0.0165495, 0.030856, -0.0421887, 0.00866354, -0.0644837, -0.0822994, 0.0926015, -0.0809195, -0.185378, 0.061888, -0.025099, -0.0532863, -0.0499382, -0.0113792, -0.0148723, -0.0274755, 0.0263088, 0.00786603, -0.00374442, -0.0214632, 0.0108387, -0.00606075, -0.00602676, -0.00692259, 0.00126712, 0.0171267, -0.0134852, -0.00400103, -0.0186617, 0.00965938, 0.0164655, 0.0365439, -0.0527814, 0.00896435, -0.00697379, -0.0435496, 0.0315116, -0.0172137, -0.0306413, 0.0250629, -0.0160308, -0.0206583, -0.0383239, -0.024535, -0.00711292, -0.0201654, 0.0192549, 0.0080553, -0.00156768, -0.0298824, -0.00779653, 0.00164008, -0.017223, -0.0167833, 0.00692508, 0.0150013, -0.0128492, -0.0034335, -0.0198027, -0.000722753, 0.0164069, 0.0327529, -0.0575599, 0.00278374, -0.0880515, -0.128682, 0.152621, -0.132017, -0.318924, 0.103122, -0.0261216, -0.0972186, -0.0321538, -0.00791439, -0.0273501, -0.0351626, 0.140879, 0.0426152, -0.000819247, -0.0165633, 0.0285769, -0.0126641, -0.0167678, -0.146937, -0.00131425, -0.00443712, -0.000827945, 0.00652801, -0.00255875, 0.0190203, 0.00684189, 0.0132659, -0.038161, -0.00509806, 0.000624984, -0.0919428, 0.0714553, -0.0680329, -0.124088, 0.0567137, -0.0176345, -0.0521908
"home", 60, 1.27687e+09, NN1, 60, -0.0225134, 0.000714253, 0.00064185, -0.00342463, -0.00313134, -0.000825905, -0.000135995, -0.000150363, 0.00788647, -0.00136364, -0.00162257, 0.00157186, 0.00105643, 0.00108498, -0.000381466, -0.00258566, -0.00169049, 0.00126958, 0.00192701, -0.00236697, 0.00325844, 0.000579571, 0.000224323, -0.000950948, -0.0031575, 0.000718292, 0.000872626, -0.000807152, -1.48926e-07, 0.00197197, -0.0589735, 0.00857949, -0.00717141, -0.0521164, -0.0156733, -0.00320442, -0.0210532, -0.0062086, 0.0938015, -0.0332598, 0.032936, 0.00814867, -0.00298228, 0.00554199, 0.0125299, -0.0437245, 0.00573953, 0.012232, -0.000203829, -0.0120833, 0.0151015, -0.00279089, 0.0149302, -0.00796523, -0.012075, 0.0121743, 0.0184658, -0.00155742, 0.000488551, 0.000767636, -0.0503933, -0.00786246, 0.00205324, -0.0445889, -0.00753481, 0.000250256, -0.0314187, -0.0120527, 0.118956, -0.0437244, 0.0432353, 0.0103846, 0.00573898, 0.0547962, 0.0343561, -0.0377764, 0.0361184, -0.0113037, -0.0253783, -0.0290997, 0.028303, -0.0156192, 0.02302, -0.00273292, -0.00672716, 0.0108954, 0.000184903, 0.00329668, 0.00748974, 0.000238266, -0.0609727, -0.0147248, 0.00901316, -0.036945, -0.019576, -0.00338743, -0.00230287, 0.00427276, 0.0243121, -0.00573981, -0.00254849, 0.010794, -0.00344667, -0.00361059, -0.00761039, -0.0111034, -0.0265363, -0.00541665, 0.00580343, -0.0064564, 0.0159292, -0.00876127, 0.0149608, -0.00160811, -0.0134633, 0.0131848, 0.00458505, -0.000577281, 0.00031859, 0.00894162, -0.0364621, -0.0249888, 0.00172495, -0.0207923, 0.0141107, -0.000763609, -0.0486011, 0.00281459, 0.055358, -0.0100975, 0.0216861, 0.00814837, 0.0014517, 0.0824931, 0.0476029, 0.00696972, 0.00862874, 0.0161806, -0.0116518, -0.0337457, 0.0431153, -0.0267889, 0.0235292, -0.0230503, -0.00733906, 0.00488461, 0.00559894, 0.0106335, -0.00351383, 0.0248312
"can", 61, 1.24233e+09, VM0, 61, -0.0397363, 0.00850303, 0.00680132, 0.00049277, -0.00544784, -0.00173877, -5.68231e-05, 0.00653873, -0.0130606, -0.00317636, 0.001641, 0.00314984, -0.059227, -0.00991613, -0.00671178, 0.00602166, 0.0237208, -0.00575818, -0.0201217, -0.0184593, -0.00892593, 0.0342141, 0.0377311, 0.032327, 0.067489, -0.0232195, 0.017339, -0.00187503, -0.000555618, 0.0033773, -0.0465642, 0.00787329, 0.0151985, 0.0527859, -0.000791421, 0.00362735, -0.00115916, -0.00263442, 0.000178095, 0.00430852, -0.0112522, 0.00706798, 0.0139602, -0.0165523, 0.0189817, 0.00409876, 0.0011744, -0.00103287, -0.00586676, -0.000497264, 0.0177627, -0.00531944, -0.00523244, 0.00168011, 0.00401138, -0.00216178, 0.00242494, 0.000876543, -0.00356159, -5.87761e-05, -0.0427111, 0.0128888, 0.0177997, 0.0514136, -0.0037367, 0.0032091, -0.000229001, -0.00103865, -0.00572268, 0.00270782, 0.00477603, 0.00695887, 0.0206636, -0.0483979, 0.0821059, 0.00995168, 0.00462778, 0.00418077, -0.0273088, 0.0239249, 0.0174714, 0.0470497, -0.00697767, -0.0088207, -0.0117388, 0.000295507, -0.00153396, 0.00492707, -0.000855225, -0.00763272, -0.0560174, 0.0199569, 0.0163568, 0.0175582, -0.0308707, 0.00195957, 0.0424066, -0.00197376, -0.0125466, -0.00731143, 0.0254968, -0.0118624, 0.0159381, -0.0169207, -0.0108573, 0.0126584, 0.00132023, 0.0397433, -0.0786087, 0.050475, 0.0359841, -0.0374935, 0.00605072, 0.00667712, 0.00492223, 9.72838e-05, 0.00205856, 0.00132824, 0.0015813, -0.00362067, -0.0468986, 0.0189079, 0.0126762, -0.0155474, -0.0449823, -0.0048724, 0.0603769, 0.0269866, -0.150662, -0.0531329, 0.339348, -0.110163, 0.0557981, 0.0936674, -0.166263, -0.0122926, -0.0127165, 0.0347365, -0.0355136, -0.0216027, 0.0547501, 0.0519849, -0.028602, 0.00413681, -0.0388981, 0.0096832, -0.0317014, -0.00943913, 0.0104983, 0.0184518
"us", 62, 1.22911e+09, PNP, 62, -0.0384978, 0.00152246, 0.00658244, 0.0148482, -0.00366803, 0.00375063, 0.00536516, -0.0103864, 0.043997, -0.00820685, 0.00669586, -0.00119243, -0.000681456, 0.00262977, -0.00363547, -0.0018926, -0.00641076, 0.00620111, 0.00128141, -0.00600286, 0.00460205, 0.0071477, 0.00273679, 0.00147956, -0.00395757, 0.00237799, 0.00217622, 0.00120394, -0.000120029, -0.000460581, -0.0506136, -0.00163063, 0.0041553, -0.0245358, 0.00733249, 0.00214125, -0.0408837, -0.00968817, 0.0899708, -0.0332065, 0.03795, 0.00135453, -0.00889499, -0.00350321, -0.00544881, -0.000142435, -0.0170179, 0.0130193, 0.00938267, 0.0111612, -0.010142, -0.00204601, 0.0293848, 0.0047371, -0.00384524, 0.0139356, 0.00846794, 0.00230071, 0.00125698, 0.00361367, -0.0492457, -0.0128671, 0.00872382, -0.0163733, -0.00180715, 0.00182165, -0.0230164, -0.00559773, 0.0643735, -0.0265792, 0.0227444, 0.0046276, -0.0049274, -0.00633224, 0.00167548, 0.00628295, -0.0025811, 0.00235779, 0.00323552, 0.00308724, 0.00915568, 0.00671404, -0.00347708, -0.00567465, -0.00234706, -0.00161991, 0.0267366, -0.00198235, -0.00806043, 0.000420976, -0.0609258, 0.00463036, 0.00392975, -0.0216954, -0.0145431, -0.00110471, -0.000395119, 0.00787653, -0.0024057, -0.00603284, -0.0145472, 0.00577856, 0.000800455, -0.0100811, -0.012867, -0.00217259, -0.00344841, -0.00889347, 0.0149961, 0.0113363, 0.0279503, -0.00884772, 0.0149497, 0.000196758, -0.00989694, 0.00992502, 0.00256869, -0.00372469, 0.000776496, 0.0152307, -0.0353855, -0.0259459, 0.0056477, -0.0200542, 0.0279727, 0.00431485, -0.0808773, -0.0239377, 0.182354, -0.0620843, 0.10036, 0.00313988, -0.0176624, -0.0261712, 0.0373005, 0.00956385, -0.0290587, 0.0310473, -0.0122536, -0.00275575, 0.000281601, 0.00876011, -0.0211117, 0.0121922, 0.010437, -0.01411, 0.0290853, -0.0198916, 0.00692823, 0.0166084
